Date,Description,Amount (Negated),Amount,Category,Amount (Raw),Entered,Reconciled
12/31/2018,Opening Balance,0.0,8946.0,Equity:Opening Balance:PHP,8946.0,True,True
1/2/2019,1411 ATM W I T H D R A W A L 438,0.0,14000.0,Assets:Current Assets:Banks Local:BPI ATM House,14000.0,True,True
1/2/2019,Balance readjustment,18000.0,0.0,Equity:Opening Balance:PHP,-18000.0,True,True
1/5/2019,Delivery Pay,112.0,0.0,Expenses:Household Supplies,-112.0,True,True
1/8/2019,Return Fr Kale,0.0,300.0,Expenses:Food:Groceries,300.0,True,True
1/10/2019,"Ara SSS , Philhealth",2258.0,0.0,Expenses:Household Staff:Ara:Benefits,-2258.0,True,True
1/11/2019,Cynergy Spa,2600.0,0.0,Expenses:Health:Alternative,-2600.0,True,True
1/11/2019,Deposit Nuts,1695.0,0.0,Expenses:Food:Groceries,-1695.0,True,True
1/18/2019,Plant,750.0,0.0,Expenses:Household Supplies,-750.0,True,True
1/22/2019,Ara Shopping,1500.0,0.0,Expenses:Household Staff:Ara:Allowance,-1500.0,True,True
1/22/2019,Taxi Serendra,100.0,0.0,Expenses:Transportation:Public,-100.0,True,True
1/23/2019,"Change 1,500 Funding",0.0,438.5,Assets:Current Assets:Cash Local:Cash in Wallet (BE),438.5,True,True
1/24/2019,Toy Kingdom,1252.75,0.0,Expenses:Childcare:Toys,-1252.75,True,True
1/29/2019,Hardware Landmark,223.5,0.0,Expenses:Household Supplies,-223.5,True,True
2/2/2019,NBI Marie,140.0,0.0,Expenses:Household Staff:Marie:Others,-140.0,True,True
2/5/2019,Holiday Pay Ara Chinese,650.0,0.0,Expenses:Household Staff:Ara:OT,-650.0,True,True
2/5/2019,Holiday Pay Marie,650.0,0.0,Expenses:Household Staff:Marie:OT,-650.0,True,True
2/7/2019,Marie Pay SSS Philhealth,4858.0,0.0,Expenses:Household Staff:Marie:Benefits,-4858.0,True,True
2/7/2019,Philpost,114.0,0.0,Expenses:Professional Fees,-114.0,True,True
2/8/2019,Collect Neostrata Kindness,2600.0,0.0,Expenses:Personal Care,-2600.0,True,True
2/9/2019,Shopwise Colgate,109.75,0.0,Expenses:Food:Groceries,-109.75,True,True
2/9/2019,Mincos 4gal,570.0,0.0,Expenses:Utilities:Drinking Water,-570.0,True,True
2/13/2019,Barangay ID Marie,50.0,0.0,Expenses:Household Staff:Marie:Others,-50.0,True,True
2/13/2019,Jeep,10.0,0.0,Expenses:Transportation:Public,-10.0,True,True
2/19/2019,Ara and Alessi,500.0,0.0,Expenses:Household Staff:Ara:Allowance,-500.0,True,True
2/23/2019,"Mr Quickie, repair shoes",50.0,0.0,Expenses:Household Supplies,-50.0,True,True
2/26/2019,ABLU304 Enterprises,489.0,0.0,Expenses:Household Supplies,-489.0,True,True
2/26/2019,Holiday Feb 25,650.0,0.0,Expenses:Household Staff:Ara:OT,-650.0,True,True
2/26/2019,Ritual Lemon Grass,1180.0,0.0,Expenses:Food:Groceries,-1180.0,True,True
2/26/2019,Withdraw/CASH/FUND,0.0,18500.0,Assets:Current Assets:Banks Local:BPI ATM House,18500.0,True,True
2/26/2019,Holiday Pay Feb 25,650.0,0.0,Expenses:Household Staff:Marie:OT,-650.0,True,True
3/1/2019,Ian electrician,400.0,0.0,Expenses:Housing:Repairs,-400.0,True,True
3/1/2019,School Needs,1000.0,0.0,Expenses:Childcare:School Supplies,-1000.0,True,True
3/1/2019,Sharp Knife,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
3/2/2019,BDO Deposit nuts,1680.0,0.0,Expenses:Food:Groceries,-1680.0,True,True
3/2/2019,Funding,0.0,98.5,Assets:Current Assets:Cash Local:Cash in Wallet (BE),98.5,True,True
3/2/2019,Mincos 5gal,700.0,0.0,Expenses:Utilities:Drinking Water,-700.0,True,True
3/4/2019,Vi Cleaning Aircon,3800.0,0.0,Expenses:Housing:Repairs,-3800.0,True,True
3/7/2019,Ara (Pay Jan-May),4550.0,0.0,Expenses:Household Staff:Ara:Benefits,-4550.0,True,True
3/7/2019,Marie Pag-ibig Pay,1000.0,0.0,Expenses:Household Staff:Marie:Benefits,-1000.0,True,True
3/8/2019,Kale,300.0,0.0,Expenses:Food:Groceries,-300.0,True,True
3/9/2019,Mincos 9gal,570.0,0.0,Expenses:Utilities:Drinking Water,-570.0,True,True
3/9/2019,Rustan's Kale,180.0,0.0,Expenses:Food:Groceries,-180.0,True,True
3/9/2019,Gift Moon Briony Ara International,350.0,0.0,Expenses:Household Staff:Ara:Bonus,-350.0,True,True
3/9/2019,Gift Moon Briony Marie International woman,350.0,0.0,Expenses:Household Staff:Marie:Bonus,-350.0,True,True
3/11/2019,Lalamove Pickup Charge,84.0,0.0,Expenses:Professional Fees,-84.0,True,True
3/16/2019,Salcedo market,845.0,0.0,Expenses:Food:Groceries,-845.0,True,True
3/19/2019,Wilcon,620.34,0.0,Expenses:Household Supplies,-620.34,True,True
3/22/2019,Wilcon Depot,475.0,0.0,Expenses:Household Supplies,-475.0,True,True
3/22/2019,Cake Sonny,1500.0,0.0,Expenses:Food:Groceries,-1500.0,True,True
3/23/2019,Ara Doctor,1200.0,0.0,Expenses:Household Staff:Ara:Medical,-1200.0,True,True
3/23/2019,Adela Pay,500.0,0.0,Expenses:Household Staff:Others,-500.0,True,True
3/23/2019,Balloon,920.0,0.0,Expenses:Food:Groceries,-920.0,True,True
3/23/2019,Blesce Pay,500.0,0.0,Expenses:Household Staff:Others,-500.0,True,True
3/23/2019,Krispy Kreme,385.0,0.0,Expenses:Food:Groceries,-385.0,True,True
3/23/2019,MiniStop ice,76.0,0.0,Expenses:Food:Groceries,-76.0,True,True
3/23/2019,delivery Penyata,212.0,0.0,Expenses:Professional Fees,-212.0,True,True
3/25/2019,funding Kale (kale pay),0.0,300.0,Assets:Current Assets:Cash Local:Cash in Wallet (BE),300.0,True,True
3/26/2019,Load Marrie,50.0,0.0,Expenses:Utilities:Mobile,-50.0,True,True
3/29/2019,marie Food,500.0,0.0,Expenses:Household Staff:Marie:Allowance,-500.0,True,True
3/30/2019,Water 5 gals,700.0,0.0,Expenses:Utilities:Drinking Water,-700.0,True,True
4/3/2019,knife Sharp,400.0,0.0,Expenses:Professional Fees,-400.0,True,True
4/6/2019,ARA Bonus Fr. Ma'am,500.0,0.0,Expenses:Household Staff:Ara:Bonus,-500.0,True,True
4/6/2019,Marie Bonus Fr. Ma'am,500.0,0.0,Expenses:Household Staff:Marie:Bonus,-500.0,True,True
4/6/2019,Market Salcedo,760.0,0.0,Expenses:Food:Groceries,-760.0,True,True
4/8/2019,Marie Medication,2600.0,0.0,Expenses:Household Staff:Marie:Medical,-2600.0,True,True
4/11/2019,GymBoree,990.0,0.0,Expenses:Childcare:Extracurricular Activities,-990.0,True,True
4/11/2019,National,240.0,0.0,Expenses:Household Supplies,-240.0,True,True
4/12/2019,Ara Salary,4000.0,0.0,Expenses:Household Staff:Ara:Basic,-4000.0,True,True
4/12/2019,Food Marie,500.0,0.0,Expenses:Household Staff:Marie:Allowance,-500.0,True,True
4/12/2019,"Marie Salary Less 1,000 and loan",4000.0,0.0,Split Transaction,-4000.0,True,True
4/12/2019,Food Alessi,500.0,0.0,Expenses:Food:Groceries,-500.0,True,True
4/12/2019,Marie Medicine,5600.0,0.0,Expenses:Household Staff:Marie:Medical,-5600.0,True,True
4/16/2019,H.O. Vitamin,1035.0,0.0,Expenses:Food:Groceries,-1035.0,True,True
4/16/2019,Two Tea,595.0,0.0,Expenses:Food:Groceries,-595.0,True,True
4/17/2019,Lalamove,75.0,0.0,Expenses:Professional Fees,-75.0,True,True
4/23/2019,H.O. Vanilla,625.54,0.0,Expenses:Food:Groceries,-625.54,True,True
4/23/2019,National Book Store,237.75,0.0,Expenses:Household Supplies,-237.75,True,True
4/23/2019,Rustan's Supermarket,147.0,0.0,Expenses:Food:Groceries,-147.0,True,True
4/24/2019,Alterations Pants,700.0,0.0,Expenses:Professional Fees,-700.0,True,True
4/24/2019,PRA- Briony ID Renew,8734.4,0.0,Expenses:Travel:Others,-8734.4,True,True
4/24/2019,Mincos Last (4114) (4-26-19),1790.0,0.0,Expenses:Utilities:Drinking Water,-1790.0,True,True
4/27/2019,Mincos 10 Gallons,1350.0,0.0,Expenses:Utilities:Drinking Water,-1350.0,True,True
4/30/2019,Marie Medical,7700.0,0.0,Expenses:Household Staff:Marie:Medical,-7700.0,True,True
4/30/2019,Sanlo market,1513.0,0.0,Expenses:Food:Groceries,-1513.0,True,True
4/30/2019,Marie Allowance,500.0,0.0,Expenses:Household Staff:Marie:Allowance,-500.0,True,True
5/4/2019,Mincos water,570.0,0.0,Expenses:Utilities:Drinking Water,-570.0,True,True
5/4/2019,Santis bread,519.83,0.0,Expenses:Food:Groceries,-519.83,True,True
5/4/2019,Marie Pay Doctor,200.0,0.0,Expenses:Household Staff:Marie:Medical,-200.0,True,True
5/5/2019,Mincos 1 Gallon,130.0,0.0,Expenses:Utilities:Drinking Water,-130.0,True,True
5/7/2019,Rustan's Flower Shop,525.0,0.0,Expenses:Household Supplies,-525.0,True,True
5/9/2019,Marie Medical Check up,800.0,0.0,Expenses:Household Staff:Marie:Medical,-800.0,True,True
5/11/2019,Marie Lab Fest Med,2160.0,0.0,Expenses:Household Staff:Marie:Medical,-2160.0,True,True
5/15/2019,ID Marie,100.0,0.0,Expenses:Household Staff:Marie:Others,-100.0,True,True
5/16/2019,Ma'am give Sheila Enrollment,5000.0,0.0,Expenses:Household Staff:Marie:Bonus,-5000.0,True,True
5/16/2019,New Loan Marie,5000.0,0.0,Assets:Loans to:Marie,-5000.0,True,True
5/16/2019,Makati Med Check up and Taxi,900.0,0.0,Expenses:Transportation:Public,-900.0,True,True
5/17/2019,Knife Sharp,600.0,0.0,Expenses:Professional Fees,-600.0,True,True
5/17/2019,Balance,0.0,0.81,Expenses:Miscellaneous:Adjustment,0.81,True,True
5/18/2019,Kathryn Give,1325.0,0.0,Expenses:Household Supplies:Pet Expenses,-1325.0,True,True
5/21/2019,Deliver Shopee,7419.0,0.0,Expenses:Household Supplies,-7419.0,True,True
5/24/2019,Deliver Pay,620.0,0.0,Expenses:Household Supplies,-620.0,True,True
5/24/2019,TAXI Makati Med Santis,400.0,0.0,Expenses:Transportation:Public,-400.0,True,True
5/28/2019,Deliver pay,1320.0,0.0,Expenses:Household Supplies,-1320.0,True,True
5/28/2019,Load MArie,50.0,0.0,Expenses:Household Staff:Marie:Load,-50.0,True,True
5/31/2019,Elmer Late May 24,700.0,0.0,Expenses:Housing:Gardening,-700.0,True,True
5/31/2019,Food Allowance Alessi,500.0,0.0,Expenses:Food:Groceries,-500.0,True,True
5/31/2019,"Marie Salary Less 1,000",4000.0,0.0,Split Transaction,-4000.0,True,True
5/31/2019,Delivery Shopee Sir,205.0,0.0,Expenses:Household Supplies,-205.0,True,True
5/31/2019,Plant Herbs,650.0,0.0,Expenses:Household Supplies,-650.0,True,True
5/31/2019,Erik Kayser Bread,205.0,0.0,Expenses:Food:Groceries,-205.0,True,True
5/31/2019,"Funding Fr. 1,500",0.0,721.0,Assets:Current Assets:Cash Local:Cash in Wallet (BE),721.0,True,True
5/31/2019,Gift,1500.0,0.0,Expenses:Gifts,-1500.0,True,True
6/1/2019,Water Mincos,1220.0,0.0,Expenses:Utilities:Drinking Water,-1220.0,True,True
6/1/2019,Water Pay Cast May 18 Late,700.0,0.0,Expenses:Utilities:Drinking Water,-700.0,True,True
6/1/2019,Japan Home,903.0,0.0,Expenses:Household Supplies,-903.0,True,True
6/4/2019,Electrician,500.0,0.0,Expenses:Housing:Repairs,-500.0,True,True
6/5/2019,Pump Repair,1000.0,0.0,Expenses:Housing:Repairs,-1000.0,True,True
6/6/2019,Delivery sir Gio,320.0,0.0,Expenses:Household Supplies,-320.0,True,True
6/6/2019,Marie Benefits,1248.0,0.0,Expenses:Household Staff:Marie:Benefits,-1248.0,True,True
6/7/2019,Ara Holiday Pay 5,650.0,0.0,Expenses:Household Staff:Ara:OT,-650.0,True,True
6/7/2019,Alessi Allowance,500.0,0.0,Expenses:Food:Groceries,-500.0,True,True
6/7/2019,Bike Repair,170.0,0.0,Expenses:Professional Fees,-170.0,True,True
6/7/2019,Marie Holiday pay 5,650.0,0.0,Expenses:Household Staff:Marie:OT,-650.0,True,True
6/8/2019,Mincos 7 Galls,960.0,0.0,Expenses:Utilities:Drinking Water,-960.0,True,True
6/8/2019,Package pay,224.0,0.0,Expenses:Household Supplies,-224.0,True,True
6/8/2019,Hardware Bulb,44.0,0.0,Expenses:Household Supplies,-44.0,True,True
6/14/2019,"Marie Salary 15-19 Less 1,000",4000.0,0.0,Split Transaction,-4000.0,True,True
6/15/2019,Mincos 4 Gall,570.0,0.0,Expenses:Utilities:Drinking Water,-570.0,True,True
6/15/2019,Pay Shoes,500.0,0.0,Expenses:Professional Fees,-500.0,True,True
6/17/2019,ARA ID Barangay,50.0,0.0,Expenses:Household Staff:Ara:Others,-50.0,True,True
6/20/2019,Delivery Lazada Sir,680.0,0.0,Expenses:Household Supplies,-680.0,True,True
6/21/2019,Alessi Food,500.0,0.0,Expenses:Food:Groceries,-500.0,True,True
6/21/2019,Ara Food,500.0,0.0,Expenses:Household Staff:Ara:Allowance,-500.0,True,True
6/21/2019,Shopwise Lettuce,129.17,0.0,Expenses:Food:Groceries,-129.17,True,True
6/23/2019,Mincos,700.0,0.0,Expenses:Utilities:Drinking Water,-700.0,True,True
6/24/2019,Javet Aircon,6300.0,0.0,Expenses:Housing:Repairs,-6300.0,True,True
6/25/2019,Besas,3800.0,0.0,Expenses:Professional Fees,-3800.0,True,True
6/25/2019,Landmark Depart,890.5,0.0,Expenses:Household Supplies,-890.5,True,True
6/25/2019,TWG Tea,595.0,0.0,Expenses:Food:Groceries,-595.0,True,True
6/25/2019,Landmark Super,8003.15,0.0,Expenses:Household Supplies,-8003.15,True,True
6/27/2019,Deliver Lalamove,164.0,0.0,Expenses:Professional Fees,-164.0,True,True
6/28/2019,Alessi,500.0,0.0,Expenses:Food:Groceries,-500.0,True,True
6/28/2019,Ara,500.0,0.0,Expenses:Household Staff:Ara:Allowance,-500.0,True,True
6/28/2019,Coach,500.0,0.0,Expenses:Childcare:Extracurricular Activities,-500.0,True,True
6/28/2019,Marie,500.0,0.0,Expenses:Household Staff:Marie:Allowance,-500.0,True,True
6/28/2019,Ma'am Funding from Cat,0.0,925.0,Assets:Current Assets:Cash Local:Cash in Wallet (BE),925.0,True,True
6/28/2019,"marie Salary Less 1,000",4000.0,0.0,Split Transaction,-4000.0,True,True
6/28/2019,Sanlo,1560.0,0.0,Expenses:Food:Groceries,-1560.0,True,True
6/28/2019,"balance marie (10,056)",0.0,108.0,Expenses:Miscellaneous:Adjustment,108.0,True,True
6/28/2019,kayser Bread,220.0,0.0,Expenses:Food:Groceries,-220.0,True,True
6/29/2019,Deposit Nut,1595.0,0.0,Expenses:Food:Groceries,-1595.0,True,True
6/29/2019,Ara Gift From Ma'am,500.0,0.0,Expenses:Household Staff:Ara:Bonus,-500.0,True,True
6/29/2019,Deposit Sophia Bati,4000.0,0.0,Expenses:Health:Alternative,-4000.0,True,True
6/29/2019,marie Gift From Ma'am,500.0,0.0,Expenses:Household Staff:Marie:Bonus,-500.0,True,True
6/29/2019,"Water, Withdraw",0.0,2000.0,Assets:Current Assets:Banks Local:BPI ATM House,2000.0,True,True
7/1/2019,Sir Funding,0.0,830.0,Assets:Current Assets:Cash Local:Cash in Wallet (BE),830.0,True,True
7/2/2019,Load Ara,50.0,0.0,Expenses:Household Staff:Ara:Load,-50.0,True,True
7/2/2019,Landmark Deport Hanger,269.25,0.0,Expenses:Household Supplies,-269.25,True,True
7/2/2019,Landmark Deport Soap,99.5,0.0,Expenses:Household Supplies,-99.5,True,True
7/4/2019,Ara Benefits,1360.0,0.0,Expenses:Household Staff:Ara:Benefits,-1360.0,True,True
7/4/2019,Marie benefits,1240.0,0.0,Expenses:Household Staff:Marie:Benefits,-1240.0,True,True
7/9/2019,Mincos 5 gals no delivery,0.0,0.0,Expenses:Utilities:Drinking Water,0.0,True,True
7/9/2019,Salcedo,700.0,0.0,Expenses:Food:Groceries,-700.0,True,True
7/9/2019,Marie Load,50.0,0.0,Expenses:Household Staff:Marie:Load,-50.0,True,True
7/10/2019,Battery,350.0,0.0,Expenses:Household Supplies,-350.0,True,True
7/11/2019,"Salary Marie Less 1,000 Final",4600.0,0.0,Split Transaction,-4600.0,True,True
7/12/2019,Food Allowance A-9,600.0,0.0,Expenses:Household Staff:Ara:Allowance,-600.0,True,True
7/12/2019,Gift For Lucas,499.75,0.0,Expenses:Gifts,-499.75,True,True
7/13/2019,Water 9 Gals,1220.0,0.0,Expenses:Utilities:Drinking Water,-1220.0,True,True
7/16/2019,Ara Load,50.0,0.0,Expenses:Household Staff:Ara:Load,-50.0,True,True
7/16/2019,marie Load,50.0,0.0,Expenses:Household Staff:Marie:Load,-50.0,True,True
7/16/2019,TAXI,100.0,0.0,Expenses:Transportation:Public,-100.0,True,True
7/16/2019,Kayser Bread,205.0,0.0,Expenses:Food:Groceries,-205.0,True,True
7/19/2019,Alessi Swimming Late 17,500.0,0.0,Expenses:Childcare:Extracurricular Activities,-500.0,True,True
7/19/2019,Food Allowance Ara,500.0,0.0,Expenses:Household Staff:Ara:Allowance,-500.0,True,True
7/19/2019,Food Allowance Marie,500.0,0.0,Expenses:Household Staff:Marie:Allowance,-500.0,True,True
7/19/2019,Load,50.0,0.0,Expenses:Utilities:Mobile,-50.0,True,True
7/19/2019,Balance Salary,0.0,0.0,Expenses:Miscellaneous:Adjustment,0.0,True,True
7/26/2019,Load marie,100.0,0.0,Expenses:Household Staff:Marie:Load,-100.0,True,True
7/26/2019,Marie Bonus,1000.0,0.0,Expenses:Household Staff:Marie:Bonus,-1000.0,True,True
7/26/2019,marie Salary 31-19,5000.0,0.0,Expenses:Household Staff:Marie:Basic,-5000.0,True,True
7/26/2019,Food Allowance,500.0,0.0,Expenses:Household Staff:Marie:Allowance,-500.0,True,True
7/29/2019,Load mam give,250.0,0.0,Expenses:Utilities:Mobile,-250.0,True,True
8/1/2019,Post Office + Pamasahe,200.0,0.0,Expenses:Food:Groceries,-200.0,True,True
8/3/2019,Marie Balance,0.06,0.0,Expenses:Miscellaneous:Adjustment,-0.06,True,True
8/6/2019,Marie Gift BD,3000.0,0.0,Expenses:Household Staff:Marie:Bonus,-3000.0,True,True
8/6/2019,SM Super,431.89,0.0,Expenses:Food:Groceries,-431.89,True,True
8/7/2019,Ara reimburse Taxi Medicine,820.0,0.0,Expenses:Household Staff:Ara:Medical,-820.0,True,True
8/7/2019,ara return salary,0.0,1000.0,Assets:Loans to:Ara Loan,1000.0,True,True
8/7/2019,Doctor Ara,1200.0,0.0,Expenses:Household Staff:Ara:Medical,-1200.0,True,True
8/7/2019,Post Office,112.0,0.0,Expenses:Food:Groceries,-112.0,True,True
8/8/2019,ABLO204 Alessi Blue,598.0,0.0,Expenses:Food:Groceries,-598.0,True,True
8/9/2019,Ref check up,350.0,0.0,Expenses:Housing:Repairs,-350.0,True,True
8/12/2019,Rustan's,114.0,0.0,Expenses:Food:Groceries,-114.0,True,True
8/13/2019,Landmark turon,25.0,0.0,Expenses:Household Supplies,-25.0,True,True
8/15/2019,ara Holiday 8/12/19,650.0,0.0,Expenses:Household Staff:Ara:OT,-650.0,True,True
8/15/2019,Marie Holiday 8/12/19,650.0,0.0,Expenses:Household Staff:Marie:OT,-650.0,True,True
8/17/2019,ara OT 8-4,650.0,0.0,Expenses:Household Staff:Ara:OT,-650.0,True,True
8/17/2019,Load Alessi,80.0,0.0,Expenses:Utilities:Mobile,-80.0,True,True
8/19/2019,Shopwise Ariel,218.0,0.0,Expenses:Food:Groceries,-218.0,True,True
8/19/2019,Water 6 gal,830.0,0.0,Expenses:Utilities:Drinking Water,-830.0,True,True
8/20/2019,Load ara,50.0,0.0,Expenses:Household Staff:Ara:Load,-50.0,True,True
8/20/2019,Land department,527.55,0.0,Expenses:Household Supplies,-527.55,True,True
8/21/2019,Buddys,1690.0,0.0,Expenses:Food:Groceries,-1690.0,True,True
8/23/2019,Marie Food,500.0,0.0,Expenses:Household Staff:Marie:Allowance,-500.0,True,True
8/23/2019,Holiday Pay 8/21,650.0,0.0,Expenses:Household Staff:Ara:OT,-650.0,True,True
8/23/2019,Car register LTO,4500.0,0.0,Expenses:Transportation:Registration,-4500.0,True,True
8/23/2019,True value Mosquito.Killer,280.0,0.0,Expenses:Household Supplies,-280.0,True,True
8/23/2019,National Bookstore gift,443.0,0.0,Expenses:Household Supplies,-443.0,True,True
8/24/2019,mincos 49c11,570.0,0.0,Expenses:Utilities:Drinking Water,-570.0,True,True
8/27/2019,Withdraw expenses,0.0,1000.0,Assets:Current Assets:Banks Local:BPI ATM House,1000.0,True,True
8/30/2019,ara Holiday 8/26,650.0,0.0,Expenses:Household Staff:Ara:OT,-650.0,True,True
8/30/2019,Nuts,1395.0,0.0,Expenses:Food:Groceries,-1395.0,True,True
8/30/2019,Salary Marie,5000.0,0.0,Expenses:Household Staff:Marie:Basic,-5000.0,True,True
8/30/2019,Shoes,1500.0,0.0,Expenses:Professional Fees,-1500.0,True,True
9/2/2019,Kuysen timer,1670.0,0.0,Expenses:Housing:Repairs,-1670.0,True,True
9/5/2019,"Ara Benefit, sss Philhealth, Pagibig",2480.0,0.0,Expenses:Household Staff:Ara:Benefits,-2480.0,True,True
9/5/2019,Marie Benefit,2720.0,0.0,Expenses:Household Staff:Marie:Benefits,-2720.0,True,True
9/5/2019,Payment fee,16.0,0.0,Expenses:Professional Fees,-16.0,True,True
9/10/2019,Landmark,8461.7,0.0,Expenses:Household Supplies,-8461.7,True,True
9/10/2019,load Marie,50.0,0.0,Expenses:Household Staff:Marie:Load,-50.0,True,True
9/13/2019,Gymboree and gift,429.5,0.0,Expenses:Childcare:Extracurricular Activities,-429.5,True,True
9/13/2019,Vet Ma'am kats,1000.0,0.0,Expenses:Household Supplies:Pet Expenses,-1000.0,True,True
9/13/2019,Virex Cleaning Aircon,3800.0,0.0,Expenses:Housing:Repairs,-3800.0,True,True
9/17/2019,Ritual,1144.0,0.0,Expenses:Food:Groceries,-1144.0,True,True
9/17/2019,Mr Quickie,150.0,0.0,Expenses:Household Supplies,-150.0,True,True
9/17/2019,Office ware landmark,263.0,0.0,Expenses:Household Supplies,-263.0,True,True
9/21/2019,return 1000,0.0,40.0,Expenses:Miscellaneous:Unaccounted,40.0,True,True
9/21/2019,Vet,875.0,0.0,Expenses:Household Supplies:Pet Expenses,-875.0,True,True
9/24/2019,Alessi swimming,1250.0,0.0,Expenses:Childcare:Extracurricular Activities,-1250.0,True,True
9/27/2019,Marie Salary,5000.0,0.0,Expenses:Household Staff:Marie:Basic,-5000.0,True,True
9/27/2019,Rustan's lettuce,109.0,0.0,Expenses:Food:Groceries,-109.0,True,True
10/1/2019,landmark department,107.08,0.0,Expenses:Household Supplies,-107.08,True,True
10/1/2019,landmark supermarket,6923.25,0.0,Expenses:Food:Groceries,-6923.25,True,True
10/1/2019,Office warehouse,65.0,0.0,Expenses:Food:Groceries,-65.0,True,True
10/3/2019,trick or treat registration,150.0,0.0,Expenses:Childcare:Extracurricular Activities,-150.0,True,True
10/3/2019,Candle blue Alessi,998.0,0.0,Expenses:Food:Groceries,-998.0,True,True
10/4/2019,Japan Home bottle,88.0,0.0,Expenses:Household Supplies,-88.0,True,True
10/8/2019,Ara load,50.0,0.0,Expenses:Household Staff:Ara:Load,-50.0,True,True
10/8/2019,SM Store Alessi cloths,1799.75,0.0,Expenses:Childcare:Clothes,-1799.75,True,True
10/9/2019,garage tables,600.0,0.0,Expenses:Household Supplies,-600.0,True,True
10/10/2019,Marie loan,10000.0,0.0,Assets:Loans to:Marie,-10000.0,True,True
10/11/2019,Eric Kayser bread,270.0,0.0,Expenses:Food:Groceries,-270.0,True,True
10/11/2019,Swimming Alessi,500.0,0.0,Expenses:Childcare:Extracurricular Activities,-500.0,True,True
10/11/2019,rustans ketchup,255.0,0.0,Expenses:Household Supplies,-255.0,True,True
10/11/2019,Shopwise,584.25,0.0,Expenses:Food:Groceries,-584.25,True,True
10/11/2019,Ace,40.0,0.0,Expenses:Household Supplies,-40.0,True,True
10/12/2019,Shopee Delivery,508.0,0.0,Expenses:Household Supplies,-508.0,True,True
10/15/2019,delivery lazada,134.0,0.0,Expenses:Household Supplies,-134.0,True,True
10/15/2019,Shopwise onion,230.0,0.0,Expenses:Food:Groceries,-230.0,True,True
10/15/2019,Nuts deposit,1315.0,0.0,Expenses:Food:Groceries,-1315.0,True,True
10/15/2019,SM Candy,1533.5,0.0,Expenses:Food:Groceries,-1533.5,True,True
10/15/2019,Swimming,1250.0,0.0,Expenses:Childcare:Extracurricular Activities,-1250.0,True,True
10/18/2019,Rustans Garlic,47.12,0.0,Expenses:Household Supplies,-47.12,True,True
10/18/2019,Shopwise expense,40.2,0.0,Expenses:Food:Groceries,-40.2,True,True
10/19/2019,Agos retail lab,599.0,0.0,Expenses:Personal Care,-599.0,True,True
10/19/2019,Japan homes,220.0,0.0,Expenses:Household Supplies,-220.0,True,True
10/19/2019,SM Store,1490.0,0.0,Expenses:Food:Groceries,-1490.0,True,True
10/23/2019,load alc cellphone,300.0,0.0,Expenses:Utilities:Mobile,-300.0,True,True
10/23/2019,marie Med,1000.0,0.0,Expenses:Household Staff:Marie:Medical,-1000.0,True,True
10/24/2019,delivery chair,3500.0,0.0,Expenses:Professional Fees,-3500.0,True,True
10/24/2019,Ministop ice,120.0,0.0,Expenses:Food:Groceries,-120.0,True,True
10/24/2019,SM Supermarket,390.0,0.0,Expenses:Food:Groceries,-390.0,True,True
10/24/2019,Food Briony Birthday,6270.0,0.0,Expenses:Gifts,-6270.0,True,True
10/24/2019,Ministop coke,234.0,0.0,Expenses:Food:Groceries,-234.0,True,True
10/24/2019,Sweet spot coke,1500.0,0.0,Expenses:Food:Groceries,-1500.0,True,True
10/24/2019,delivery cake charge,230.0,0.0,Expenses:Professional Fees,-230.0,True,True
10/25/2019,Bread gluten free,180.0,0.0,Expenses:Food:Groceries,-180.0,True,True
10/25/2019,Cooking Exchange,67.0,0.0,Expenses:Household Supplies,-67.0,True,True
10/26/2019,Marie pay mercury return,0.0,66.25,Expenses:Health:Medicines,66.25,True,True
10/26/2019,return Mercury drug,0.0,2400.0,Expenses:Health:Medicines,2400.0,True,True
10/26/2019,Bread Erik Kayser,480.0,0.0,Expenses:Food:Groceries,-480.0,True,True
10/26/2019,Rustans,2537.25,0.0,Expenses:Household Supplies,-2537.25,True,True
10/26/2019,Rustans cucumber,42.66,0.0,Expenses:Household Supplies,-42.66,True,True
10/28/2019,Ara ID,150.0,0.0,Expenses:Household Staff:Ara:Others,-150.0,True,True
10/28/2019,Ice,80.0,0.0,Expenses:Food:Groceries,-80.0,True,True
10/28/2019,Marie load,50.0,0.0,Expenses:Household Staff:Marie:Load,-50.0,True,True
10/28/2019,water late pay,700.0,0.0,Expenses:Utilities:Drinking Water,-700.0,True,True
10/28/2019,water 6 gal,700.0,0.0,Expenses:Utilities:Drinking Water,-700.0,True,True
10/30/2019,Marie Overtime,650.0,0.0,Expenses:Household Staff:Marie:OT,-650.0,True,True
11/4/2019,Erik Kayser bread,200.0,0.0,Expenses:Food:Groceries,-200.0,True,True
11/5/2019,load Ara,50.0,0.0,Expenses:Household Staff:Ara:Load,-50.0,True,True
11/5/2019,Bagger,20.0,0.0,Expenses:Food:Groceries,-20.0,True,True
11/6/2019,Alessi 2x2 picture,180.0,0.0,Expenses:Childcare:Others,-180.0,True,True
11/6/2019,Swimming lesson Alessi,1250.0,0.0,Expenses:Childcare:Extracurricular Activities,-1250.0,True,True
