Date,Description,Amount (Negated),Amount,Category,Amount (Raw),Entered,Reconciled
9/29/2020,water arc,480.0,0.0,Expenses:Utilities:Drinking Water,-480.0,True,True
9/30/2020,sink strainer lazada,375.0,0.0,Expenses:Household Supplies,-375.0,True,True
10/1/2020,nbi ara,120.0,0.0,Expenses:Household Staff:Ara:Others,-120.0,True,True
10/1/2020,ramen mr. speedy,85.0,0.0,Expenses:Professional Fees,-85.0,True,True
10/1/2020,shopee writing pad,120.0,0.0,Expenses:Childcare:School Supplies,-120.0,True,True
10/6/2020,santis lalamove,190.0,0.0,Expenses:Professional Fees,-190.0,True,True
10/7/2020,mam b keep,50.0,0.0,Expenses:Transportation:Parking,-50.0,True,True
10/8/2020,sir gio shopee,786.0,0.0,Expenses:Household Supplies,-786.0,True,True
10/10/2020,mercury drug lalamove,50.0,0.0,Expenses:Professional Fees,-50.0,True,True
10/12/2020,water summit x4,570.0,0.0,Expenses:Utilities:Drinking Water,-570.0,True,True
10/13/2020,water arc x4,240.0,0.0,Expenses:Utilities:Drinking Water,-240.0,True,True
10/14/2020,santis & grab,1260.0,0.0,Expenses:Food:Groceries,-1260.0,True,True
10/15/2020,delivery kale mam b,1525.0,0.0,Expenses:Food:Groceries,-1525.0,True,True
10/16/2020,lbc sir gio,318.0,0.0,Expenses:Professional Fees,-318.0,True,True
10/16/2020,santis & lalamove,1888.0,0.0,Expenses:Food:Groceries,-1888.0,True,True
10/17/2020,sir gio keep,4000.0,0.0,Assets:Current Assets:Cash Local:Cash in Wallet (GB),-4000.0,True,True
10/20/2020,fed ex sir gio,600.0,0.0,Expenses:Professional Fees,-600.0,True,True
10/20/2020,my kuya pabili,250.0,0.0,Expenses:Professional Fees,-250.0,True,True
10/20/2020,toy r us pick up,50.0,0.0,Expenses:Professional Fees,-50.0,True,True
10/21/2020,general merchandise heater pat,265.0,0.0,Expenses:Household Supplies,-265.0,True,True
10/21/2020,ivan pay repair heater,2050.0,0.0,Expenses:Professional Fees,-2050.0,True,True
10/22/2020,lalamove delivery sir gio,204.0,0.0,Expenses:Professional Fees,-204.0,True,True
10/23/2020,elmer salary & tip,1000.0,0.0,Expenses:Professional Fees,-1000.0,True,True
10/23/2020,lalamove school need,150.0,0.0,Expenses:Childcare:School Supplies,-150.0,True,True
10/24/2020,holloween cookies,800.0,0.0,Expenses:Food:Groceries,-800.0,True,True
10/24/2020,mam b nuts & grab,1430.0,0.0,Expenses:Professional Fees,-1430.0,True,True
10/24/2020,mr. speedy fee,300.0,0.0,Expenses:Professional Fees,-300.0,True,True
10/26/2020,water summit,830.0,0.0,Expenses:Utilities:Drinking Water,-830.0,True,True
10/28/2020,lunch birthday fee,150.0,0.0,Expenses:Professional Fees,-150.0,True,True
10/29/2020,ara slv i.d.,100.0,0.0,Expenses:Household Staff:Ara:Others,-100.0,True,True
10/29/2020,veggies delivery,2992.0,0.0,Expenses:Food:Groceries,-2992.0,True,True
10/30/2020,lalamove pick up loot bags,140.0,0.0,Expenses:Professional Fees,-140.0,True,True
10/30/2020,teflon tape,650.0,0.0,Expenses:Household Supplies,-650.0,True,True
10/31/2020,lazada portable shelves,5328.0,0.0,Expenses:Household Supplies,-5328.0,True,True
10/31/2020,post it sticky note,340.0,0.0,Expenses:Household Supplies,-340.0,True,True
10/31/2020,shower curtain,700.0,0.0,Expenses:Household Supplies,-700.0,True,True
10/31/2020,shower rod,450.0,0.0,Expenses:Household Supplies,-450.0,True,True
11/6/2020,knife sharp,800.0,0.0,Expenses:Professional Fees,-800.0,True,True
11/7/2020,fruits delivery,1000.0,0.0,Expenses:Food:Groceries,-1000.0,True,True
11/9/2020,summit water 2 gallon,310.0,0.0,Expenses:Utilities:Drinking Water,-310.0,True,True
11/11/2020,aircon repair & lights in mancave,1200.0,0.0,Expenses:Professional Fees,-1200.0,True,True
11/14/2020,arc 6 gallon,360.0,0.0,Expenses:Utilities:Drinking Water,-360.0,True,True
11/14/2020,lalamove pick up twg,150.0,0.0,Expenses:Professional Fees,-150.0,True,True
11/14/2020,mr. speedy school materials pick up,150.0,0.0,Expenses:Childcare:School Supplies,-150.0,True,True
11/14/2020,reimburse rolly for screw,200.0,0.0,Expenses:Professional Fees,-200.0,True,True
11/16/2020,electrician light & aircon,1700.0,0.0,Expenses:Professional Fees,-1700.0,True,True
11/19/2020,bernard veggies,1257.0,0.0,Expenses:Food:Groceries,-1257.0,True,True
11/19/2020,pinkies fresh milk,720.0,0.0,Expenses:Food:Groceries,-720.0,True,True
11/19/2020,santis milk & grab,1192.0,0.0,Expenses:Food:Groceries,-1192.0,True,True
11/20/2020,mercury drug,879.0,0.0,Expenses:Health:Medicines,-879.0,True,True
11/21/2020,alessi lazada tack it,470.0,0.0,Expenses:Household Supplies,-470.0,True,True
11/23/2020,summit water 5 gallon,700.0,0.0,Expenses:Utilities:Drinking Water,-700.0,True,True
11/24/2020,alessi chocolate calendar,200.0,0.0,Expenses:Household Supplies,-200.0,True,True
11/24/2020,arc water 3 gallon,180.0,0.0,Expenses:Utilities:Drinking Water,-180.0,True,True
11/25/2020,alessi lazada black'red marker,750.0,0.0,Expenses:Household Supplies,-750.0,True,True
11/27/2020,package australia,112.0,0.0,Expenses:Professional Fees,-112.0,True,True
11/28/2020,iam electrician,500.0,0.0,Expenses:Professional Fees,-500.0,True,True
11/28/2020,light bulbs ace hardware,5883.0,0.0,Expenses:Household Supplies,-5883.0,True,True
11/28/2020,my kuya gift wraps,2000.0,0.0,Expenses:Professional Fees,-2000.0,True,True
11/30/2020,lalamove pick up mercury drug,150.0,0.0,Expenses:Professional Fees,-150.0,True,True
11/30/2020,ninjavan delivery sir gio,2990.0,0.0,Expenses:Childcare:Books,-2990.0,True,True
12/3/2020,ara holiday pay 11-30,650.0,0.0,Liabilities:Other:Ara Loan:OT,-650.0,True,True
12/3/2020,marie holiday pay 11-30,650.0,0.0,Liabilities:Other:Marie,-650.0,True,True
12/5/2020,mr. speedy,70.0,0.0,Expenses:Professional Fees,-70.0,True,True
12/9/2020,kitchen sink fernando fix,250.0,0.0,Expenses:Professional Fees,-250.0,True,True
12/9/2020,paper bags for loot bags,900.0,0.0,Expenses:Household Supplies,-900.0,True,True
12/9/2020,virex aircon cleaning,6400.0,0.0,Expenses:Professional Fees,-6400.0,True,True
12/10/2020,nuts w/ tip 50,1480.0,0.0,Expenses:Food:Groceries,-1480.0,True,True
12/11/2020,ara holiday pay 12-08,650.0,0.0,Liabilities:Other:Ara Loan:OT,-650.0,True,True
12/11/2020,marie holiday pay 12-08,650.0,0.0,Liabilities:Other:Marie,-650.0,True,True
12/12/2020,driver parking,50.0,0.0,Expenses:Professional Fees,-50.0,True,True
12/12/2020,lalamove ramen del. fee,92.0,0.0,Expenses:Professional Fees,-92.0,True,True
12/14/2020,ara shoppee fee,257.0,0.0,Liabilities:Other:Ara Loan:Others,-257.0,True,True
12/15/2020,"christmas gift,summit,arc,garbage",600.0,0.0,Expenses:Gifts,-600.0,True,True
12/15/2020,marie salary,5500.0,0.0,Liabilities:Other:Marie,-5500.0,True,True
12/15/2020,sir gio tennis pay,1000.0,0.0,Assets:Current Assets:Cash Local:Cash in Wallet (GB),-1000.0,True,True
12/15/2020,yogurt pinkies farm,350.0,0.0,Expenses:Food:Groceries,-350.0,True,True
12/16/2020,elmer salary & 13th month pay,2400.0,0.0,Expenses:Professional Fees,-2400.0,True,True
12/16/2020,marie food allowance,500.0,0.0,Liabilities:Other:Marie,-500.0,True,True
12/17/2020,lalamove twg fee,50.0,0.0,Expenses:Professional Fees,-50.0,True,True
12/17/2020,sir gio tennis court pay 10 session,3500.0,0.0,Expenses:Health:Sports,-3500.0,True,True
12/17/2020,t. carla bread gift del. fee,200.0,0.0,Expenses:Professional Fees,-200.0,True,True
12/17/2020,t.faye bread gift del.fee,200.0,0.0,Expenses:Professional Fees,-200.0,True,True
12/19/2020,ara food allowance dec 25 & jan 1,1000.0,0.0,Liabilities:Other:Ara Loan:Allowance,-1000.0,True,True
12/19/2020,marie food allowance dec 25 & jan 1,1000.0,0.0,Liabilities:Other:Marie,-1000.0,True,True
12/22/2020,iam christmas gift,200.0,0.0,Expenses:Gifts,-200.0,True,True
12/23/2020,ara taxi,500.0,0.0,Expenses:Transportation:Public,-500.0,True,True
12/23/2020,christmas funds village,10000.0,0.0,Expenses:Gifts,-10000.0,True,True
12/23/2020,marie christmas gift,5000.0,0.0,Expenses:Household Staff:Ara:Bonus,-5000.0,True,True
1/18/2021,waltermart,307.0,0.0,Expenses:Food:Groceries,-307.0,True,True
1/19/2021,arc water x 7,420.0,0.0,Expenses:Utilities:Drinking Water,-420.0,True,True
1/19/2021,mam b christmas gift,200.0,0.0,Expenses:Gifts,-200.0,True,True
1/22/2021,schindler disinfecting,5000.0,0.0,Expenses:Professional Fees,-5000.0,True,True
1/30/2021,finns birthday gift & d. fee,660.0,0.0,Expenses:Professional Fees,-660.0,True,True
2/5/2021,gift wraps for birthdays,1000.0,0.0,Expenses:Household Supplies,-1000.0,True,True
2/10/2021,javits aircon service,6300.0,0.0,Expenses:Professional Fees,-6300.0,True,True
2/11/2021,mam b buy christmas lights,500.0,0.0,Assets:Current Assets:Cash Local:Cash in Wallet (BE),-500.0,True,True
2/22/2021,ara balance,0.0,0.0,,0.0,True,True
2/22/2021,ate michelle's service fee,8000.0,0.0,Expenses:Professional Fees,-8000.0,True,True
2/22/2021,lost 781,0.0,0.0,,0.0,True,True
2/22/2021,summit water x 3,440.0,0.0,Expenses:Utilities:Drinking Water,-440.0,True,True
2/23/2021,arc x2,120.0,0.0,Expenses:Utilities:Drinking Water,-120.0,True,True
2/23/2021,waltermart rice,1250.0,0.0,Expenses:Food:Groceries,-1250.0,True,True
2/25/2021,foam,182.0,0.0,Expenses:Household Supplies,-182.0,True,True
2/26/2021,ate michelle swab test fee,850.0,0.0,Expenses:Household Staff:Michelle:Others,-850.0,True,True
2/27/2021,ate michelle medical,2000.0,0.0,Expenses:Household Staff:Michelle:Medical,-2000.0,True,True
3/3/2021,ate michelle open account,3000.0,0.0,Liabilities:Other:Michelle Loan:Salary,-3000.0,True,True
3/3/2021,egg x2 tray,560.0,0.0,Expenses:Food:Groceries,-560.0,True,True
3/4/2021,ate michelle sanlo id,100.0,0.0,Expenses:Household Staff:Michelle:Others,-100.0,True,True
3/5/2021,kuya elmer salary,800.0,0.0,Expenses:Professional Fees,-800.0,True,True
3/8/2021,ate michelle id picture (bpi),150.0,0.0,Expenses:Household Staff:Michelle:Others,-150.0,True,True
3/8/2021,e 27 led light warm white my kuya,1220.0,0.0,Expenses:Household Supplies,-1220.0,True,True
3/8/2021,stickers & gift wraps for loot bags (alessi),1300.0,0.0,Expenses:Household Supplies,-1300.0,True,True
3/9/2021,arc water,240.0,0.0,Expenses:Utilities:Drinking Water,-240.0,True,True
3/11/2021,delivery fee sir g,172.0,0.0,Expenses:Professional Fees,-172.0,True,True
3/15/2021,lalamove del. fee,176.0,0.0,Expenses:Professional Fees,-176.0,True,True
3/17/2021,brown paper loot bag,720.0,0.0,Expenses:Household Supplies,-720.0,True,True
3/19/2021,fixing tires bike,1200.0,0.0,Expenses:Professional Fees,-1200.0,True,True
3/19/2021,loot bags send to school,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
3/22/2021,calamansi concentrate,1000.0,0.0,Expenses:Food:Groceries,-1000.0,True,True
3/26/2021,1417 expressnet/megalink w/drw,0.0,10000.0,Assets:Current Assets:Banks Local:BPI ATM House,10000.0,True,True
3/26/2021,baygon catoil,1000.0,0.0,Expenses:Household Supplies,-1000.0,True,True
3/26/2021,calamansi concentrate x2,500.0,0.0,Expenses:Food:Groceries,-500.0,True,True
3/31/2021,rice 25 kg,1300.0,0.0,Expenses:Food:Groceries,-1300.0,True,True
4/2/2021,ara overtime half day,325.0,0.0,Liabilities:Other:Ara Loan:OT,-325.0,True,True
4/2/2021,michelle overtime half day,325.0,0.0,Liabilities:Other:Michelle Loan:OT,-325.0,True,True
4/4/2021,"jehan rodriguez (milk,eggs,yogurt,calamansi)",1400.0,0.0,Expenses:Food:Groceries,-1400.0,True,True
4/5/2021,"supplier strawberry,banana basil",848.0,0.0,Expenses:Food:Groceries,-848.0,True,True
4/9/2021,flowers & parsely & veggies,300.0,0.0,Expenses:Food:Groceries,-300.0,True,True
4/13/2021,adjustment - gio,0.0,47.0,Expenses:Miscellaneous:Adjustment,47.0,True,True
4/14/2021,badacco fresh milk,550.0,0.0,Expenses:Food:Groceries,-550.0,True,True
4/15/2021,ice cream delivery fee,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
4/15/2021,mosquito screen,6070.0,0.0,Expenses:Household Supplies,-6070.0,True,True
4/17/2021,jehan milk x4,550.0,0.0,Expenses:Food:Groceries,-550.0,True,True
4/19/2021,summit water x6,830.0,0.0,Expenses:Utilities:Drinking Water,-830.0,True,True
4/21/2021,jehan milk x3,430.0,0.0,Expenses:Food:Groceries,-430.0,True,True
4/23/2021,jerry salary (for screens),800.0,0.0,Expenses:Professional Fees,-800.0,True,True
4/28/2021,scotch tape lazada,800.0,0.0,Expenses:Household Supplies,-800.0,True,True
4/29/2021,calmoseptine lazada,1692.0,0.0,Expenses:Health:Medicines,-1692.0,True,True
4/29/2021,jerry salary + extra work,1350.0,0.0,Expenses:Professional Fees,-1350.0,True,True
4/29/2021,mercury drug delivery fee,200.0,0.0,Expenses:Professional Fees,-200.0,True,True
4/30/2021,house stuff & lights,2000.0,0.0,Assets:Current Assets:Cash Local:Cash in Wallet (BE),-2000.0,True,True
5/1/2021,ramen delivery fee,130.0,0.0,Expenses:Professional Fees,-130.0,True,True
5/3/2021,shoppee bathroom organizer,800.0,0.0,Expenses:Household Supplies,-800.0,True,True
5/6/2021,lazada cling wrap( bigsize,670.0,0.0,Expenses:Household Supplies,-670.0,True,True
5/6/2021,lazada packaging tape,420.0,0.0,Expenses:Household Supplies,-420.0,True,True
5/6/2021,perwoll detergent,1000.0,0.0,Expenses:Household Supplies,-1000.0,True,True
5/6/2021,toilet bedet,800.0,0.0,Expenses:Household Supplies,-800.0,True,True
5/7/2021,honey delivery fee,200.0,0.0,Expenses:Professional Fees,-200.0,True,True
5/7/2021,honey x8,2800.0,0.0,Expenses:Food:Groceries,-2800.0,True,True
5/7/2021,sanlo market seafoods,3000.0,0.0,Expenses:Food:Groceries,-3000.0,True,True
5/8/2021,alessis rainbow tape lazada,323.0,0.0,Expenses:Childcare:School Supplies,-323.0,True,True
5/12/2021,kuya rollys extra pay,1000.0,0.0,Expenses:Professional Fees,-1000.0,True,True
5/13/2021,adjustment authorized by Gio,0.0,169.0,Expenses:Miscellaneous:Adjustment,169.0,True,True
5/13/2021,ara's BUDDYS,3000.0,0.0,Expenses:Gifts,-3000.0,True,True
5/13/2021,ara's cake,500.0,0.0,Expenses:Gifts,-500.0,True,True
5/13/2021,ara's ice cream,300.0,0.0,Expenses:Gifts,-300.0,True,True
5/13/2021,ara's sushi,500.0,0.0,Expenses:Gifts,-500.0,True,True
5/14/2021,bike tires vulcanizing,50.0,0.0,Expenses:Professional Fees,-50.0,True,True
5/17/2021,metrobank document,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
5/17/2021,summit water x7,960.0,0.0,Expenses:Utilities:Drinking Water,-960.0,True,True
5/19/2021,waltermart available replacement,1150.0,0.0,Expenses:Household Supplies,-1150.0,True,True
5/20/2021,mam b medicines,360.0,0.0,Expenses:Health:Medicines,-360.0,True,True
5/20/2021,school materials pick up,64.0,0.0,Expenses:Professional Fees,-64.0,True,True
5/28/2021,mercury drug fee,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
5/29/2021,ciaras gift del fee,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
5/29/2021,griffins gift del. fee,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
5/29/2021,mam b ZALORA return item,60.0,0.0,Expenses:Professional Fees,-60.0,True,True
6/2/2021,javit aircon,6300.0,0.0,Expenses:Professional Fees,-6300.0,True,True
6/4/2021,alessi school materials,200.0,0.0,Expenses:Childcare:School Supplies,-200.0,True,True
6/7/2021,ube dessert,1050.0,0.0,Expenses:Food:Dining,-1050.0,True,True
6/8/2021,A.C check up & remedy,350.0,0.0,Expenses:Professional Fees,-350.0,True,True
6/8/2021,organic egg,310.0,0.0,Expenses:Food:Groceries,-310.0,True,True
6/8/2021,soil & sunflower seed,450.0,0.0,Expenses:Household Supplies,-450.0,True,True
6/9/2021,jehan milk,500.0,0.0,Expenses:Food:Groceries,-500.0,True,True
6/9/2021,lazada mighty bond,255.0,0.0,Expenses:Household Supplies,-255.0,True,True
6/10/2021,lazada house stuff,764.0,0.0,Expenses:Household Supplies,-764.0,True,True
6/10/2021,michelle eye glass,2000.0,0.0,Expenses:Household Staff:Michelle:Medical,-2000.0,True,True
6/10/2021,michelle medicines,960.0,0.0,Expenses:Health:Medicines,-960.0,True,True
6/10/2021,sir gio tennis x10,3500.0,0.0,Expenses:Health:Sports,-3500.0,True,True
6/11/2021,kitchen sponge lazada,500.0,0.0,Expenses:Household Supplies,-500.0,True,True
6/12/2021,dinner inasal,800.0,0.0,Expenses:Food:Dining,-800.0,True,True
6/15/2021,shopee organizer tray,300.0,0.0,Expenses:Household Supplies,-300.0,True,True
6/17/2021,alessi spoon set,860.0,0.0,Expenses:Household Supplies,-860.0,True,True
6/19/2021,dinner KFC,1030.0,0.0,Expenses:Food:Dining,-1030.0,True,True
6/23/2021,SANTIS,2800.0,0.0,Expenses:Food:Groceries,-2800.0,True,True
6/24/2021,kikurage,350.0,0.0,Expenses:Food:Groceries,-350.0,True,True
6/25/2021,mam b meds,270.0,0.0,Expenses:Health:Medicines,-270.0,True,True
6/25/2021,mercury drug pick up fee,160.0,0.0,Expenses:Professional Fees,-160.0,True,True
6/26/2021,honey x2,700.0,0.0,Expenses:Food:Groceries,-700.0,True,True
6/26/2021,mam B nuts,2020.0,0.0,Expenses:Food:Groceries,-2020.0,True,True
6/26/2021,mam B tip for rider,20.0,0.0,Expenses:Professional Fees,-20.0,True,True
6/26/2021,shelves,4000.0,0.0,Assets:Fixed Assets:Other Asset,-4000.0,True,True
6/29/2021,sesame seeds,200.0,0.0,Expenses:Food:Groceries,-200.0,True,True
6/29/2021,sir tennis,1000.0,0.0,Assets:Current Assets:Cash Local:Cash in Wallet (GB),-1000.0,True,True
6/30/2021,Adjusment,0.0,143.0,Expenses:Miscellaneous:Adjustment,143.0,True,True
6/30/2021,santis fee,150.0,0.0,Expenses:Food:Groceries,-150.0,True,True
7/1/2021,Balance brought forward,0.0,0.0,,0.0,True,True
7/1/2021,sir gio del fee,190.0,0.0,Expenses:Professional Fees,-190.0,True,True
7/1/2021,sir gio GOGO del.,970.0,0.0,Expenses:Professional Fees,-970.0,True,True
7/5/2021,cinnamon stick,200.0,0.0,Expenses:Food:Groceries,-200.0,True,True
7/7/2021,waltermart replacement items,115.0,0.0,Expenses:Household Supplies,-115.0,True,True
7/9/2021,sanlo market & alessi fish,2900.0,0.0,Expenses:Food:Groceries,-2900.0,True,True
7/9/2021,window safety lock,1600.0,0.0,Expenses:Household Supplies,-1600.0,True,True
7/10/2021,dinner andoks,1200.0,0.0,Expenses:Food:Dining,-1200.0,True,True
7/13/2021,sir Gio tennis,1000.0,0.0,Expenses:Health:Sports,-1000.0,True,True
7/14/2021,ara brgy. ID,100.0,0.0,Expenses:Household Staff:Ara:Others,-100.0,True,True
7/14/2021,michelle brgy. ID,100.0,0.0,Expenses:Household Staff:Michelle:Others,-100.0,True,True
7/15/2021,sir GIO delivery,80.0,0.0,Expenses:Professional Fees,-80.0,True,True
7/16/2021,alessi playdate fries & nuggets,1000.0,0.0,Expenses:Food:Dining,-1000.0,True,True
7/16/2021,sir gio tennis court fee X10,3500.0,0.0,Expenses:Health:Sports,-3500.0,True,True
7/17/2021,pinkies farm x3 freshmilk,900.0,0.0,Expenses:Food:Groceries,-900.0,True,True
7/17/2021,santis pasta & yogurt,1650.0,0.0,Expenses:Food:Groceries,-1650.0,True,True
7/17/2021,sir delivery fee for ramen,80.0,0.0,Expenses:Professional Fees,-80.0,True,True
7/20/2021,santis milk & balocco wafer,1590.0,0.0,Expenses:Food:Groceries,-1590.0,True,True
7/22/2021,sir gio delivery google nest,6270.0,0.0,Assets:Fixed Assets:Equipment General,-6270.0,True,True
7/26/2021,CAR sticker,750.0,0.0,Expenses:Transportation:Registration,-750.0,True,True
7/27/2021,sir delivery,940.0,0.0,Expenses:Household Supplies,-940.0,True,True
7/28/2021,GOTO monster,800.0,0.0,Expenses:Food:Dining,-800.0,True,True
7/29/2021,bread flour & barako LAZADA,1390.0,0.0,Expenses:Food:Groceries,-1390.0,True,True
7/29/2021,my kuya olive oil & ketchup,1460.0,0.0,Expenses:Food:Groceries,-1460.0,True,True
7/30/2021,EXERCISE BOX materials,4900.0,0.0,Expenses:Health:Sports,-4900.0,True,True
7/30/2021,jerry salary + 50% down payment,4100.0,0.0,Expenses:Professional Fees,-4100.0,True,True
7/30/2021,kikurage LAZADA,430.0,0.0,Expenses:Food:Groceries,-430.0,True,True
7/31/2021,jerry salary + 50 % full payment,1400.0,0.0,Expenses:Professional Fees,-1400.0,True,True
8/4/2021,pabili grab chicken thigh 352 + 100grab fee,452.0,0.0,Expenses:Professional Fees,-452.0,True,True
8/5/2021,summit water x9,1220.0,0.0,Expenses:Utilities:Drinking Water,-1220.0,True,True
8/6/2021,school materials pick up fee,90.0,0.0,Expenses:Professional Fees,-90.0,True,True
8/7/2021,dinner shawarma,1012.0,0.0,Expenses:Food:Dining,-1012.0,True,True
8/9/2021,LAZADA lactose milk,1700.0,0.0,Expenses:Food:Groceries,-1700.0,True,True
8/10/2021,arc x5,300.0,0.0,Expenses:Utilities:Drinking Water,-300.0,True,True
8/12/2021,LAZADA horlicks,1520.0,0.0,Expenses:Food:Groceries,-1520.0,True,True
8/12/2021,Pick up fee for NUTS,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
8/12/2021,Santis,1600.0,0.0,Expenses:Food:Groceries,-1600.0,True,True
8/13/2021,LAZADA lithium battery,240.0,0.0,Expenses:Food:Groceries,-240.0,True,True
8/14/2021,ramen del. fee,60.0,0.0,Expenses:Professional Fees,-60.0,True,True
8/14/2021,WD40,600.0,0.0,Expenses:Household Supplies,-600.0,True,True
8/17/2021,sir Gio delivery fee,50.0,0.0,Expenses:Health:Sports,-50.0,True,True
8/19/2021,dust cleaner brush,150.0,0.0,Expenses:Household Supplies,-150.0,True,True
8/20/2021,gabi,50.0,0.0,Expenses:Food:Groceries,-50.0,True,True
8/20/2021,jerry bought materials,3000.0,0.0,Expenses:Professional Fees,-3000.0,True,True
8/20/2021,mam B del. fee,60.0,0.0,Expenses:Professional Fees,-60.0,True,True
8/20/2021,shakeys pizza,1900.0,0.0,Expenses:Professional Fees,-1900.0,True,True
8/20/2021,mcdo fries & nuggets PLAYDATE,850.0,0.0,Expenses:Food:Dining,-850.0,True,True
8/23/2021,bon chon dinner,1000.0,0.0,Expenses:Food:Dining,-1000.0,True,True
8/23/2021,lalamove return slip,50.0,0.0,Expenses:Professional Fees,-50.0,True,True
8/27/2021,buko,270.0,0.0,Expenses:Food:Groceries,-270.0,True,True
8/27/2021,grab lettuce 1kg,700.0,0.0,Expenses:Food:Groceries,-700.0,True,True
9/1/2021,popcorn shopee,936.0,0.0,Expenses:Food:Groceries,-936.0,True,True
9/2/2021,waltermart additional olive oil,1615.0,0.0,Expenses:Food:Groceries,-1615.0,True,True
9/4/2021,big potato,120.0,0.0,Expenses:Food:Groceries,-120.0,True,True
9/4/2021,big tilapia,180.0,0.0,Expenses:Food:Groceries,-180.0,True,True
9/4/2021,chowking dinner,999.0,0.0,Expenses:Food:Dining,-999.0,True,True
9/4/2021,sanlo market banana,180.0,0.0,Expenses:Food:Groceries,-180.0,True,True
9/6/2021,alessi school materials pick up fee,65.0,0.0,Expenses:Professional Fees,-65.0,True,True
9/10/2021,onion leaks,50.0,0.0,Expenses:Food:Groceries,-50.0,True,True
9/10/2021,parmesan grated cheese,264.0,0.0,Expenses:Food:Groceries,-264.0,True,True
9/10/2021,sanlo market flowers,600.0,0.0,Expenses:Food:Groceries,-600.0,True,True
9/10/2021,santis delivery fee,260.0,0.0,Expenses:Professional Fees,-260.0,True,True
9/10/2021,santis salmon,969.0,0.0,Expenses:Food:Groceries,-969.0,True,True
9/11/2021,salt lamp dimmer control shopee,345.0,0.0,Expenses:Household Supplies,-345.0,True,True
9/16/2021,potato big,240.0,0.0,Expenses:Food:Groceries,-240.0,True,True
9/16/2021,potato big additional,240.0,0.0,Expenses:Food:Groceries,-240.0,True,True
9/16/2021,salt lamp dimmer control lazada,200.0,0.0,Expenses:Household Supplies,-200.0,True,True
9/17/2021,eggplant 1/2,170.0,0.0,Expenses:Food:Groceries,-170.0,True,True
9/17/2021,"jerry salary refund 1,465 & salary",35.0,0.0,Expenses:Professional Fees,-35.0,True,True
9/17/2021,"jerry salary september 16,21",3600.0,0.0,Expenses:Professional Fees,-3600.0,True,True
9/17/2021,lights materials balas,5480.0,0.0,Assets:Current Assets:Cash Local:Cash in Wallet (BE),-5480.0,True,True
9/20/2021,ara nbi,270.0,0.0,Expenses:Household Staff:Ara:Others,-270.0,True,True
9/20/2021,michelle nbi,270.0,0.0,Expenses:Household Staff:Ara:Others,-270.0,True,True
9/21/2021,lactose free milk pabili grab,492.0,0.0,Expenses:Food:Groceries,-492.0,True,True
9/21/2021,Sir gio ID renewal,125.0,0.0,Expenses:Professional Fees,-125.0,True,True
9/22/2021,jeeves pick up laundry,100.0,0.0,Expenses:Professional Fees,-100.0,True,True
9/24/2021,potato knife design LAZADA,420.0,0.0,Expenses:Food:Groceries,-420.0,True,True
9/25/2021,El Tigre Guards,6000.0,0.0,Expenses:Gifts,-6000.0,True,True
9/27/2021,Horlicks,1500.0,0.0,Expenses:Food:Groceries,-1500.0,True,True
9/27/2021,lactose milk delivery,1700.0,0.0,Expenses:Food:Groceries,-1700.0,True,True
9/29/2021,calamansi x4,1000.0,0.0,Expenses:Food:Groceries,-1000.0,True,True
10/1/2021,bike interior,250.0,0.0,Expenses:Professional Fees,-250.0,True,True
10/1/2021,button mushroom,140.0,0.0,Expenses:Food:Groceries,-140.0,True,True
10/1/2021,kale,300.0,0.0,Expenses:Food:Groceries,-300.0,True,True
10/2/2021,jollibee dinner,1000.0,0.0,Expenses:Food:Dining,-1000.0,True,True
10/4/2021,sir gio delivery fee table,4550.0,0.0,Assets:Fixed Assets:Other Asset,-4550.0,True,True
10/5/2021,cellulose cloth sponge,277.0,0.0,Expenses:Household Supplies,-277.0,True,True
10/5/2021,cellulose sponge,548.0,0.0,Expenses:Household Supplies,-548.0,True,True
10/6/2021,whole wheat flour,1550.0,0.0,Expenses:Food:Groceries,-1550.0,True,True
10/8/2021,ricotta cheese,408.0,0.0,Expenses:Food:Groceries,-408.0,True,True
10/8/2021,swahe,790.0,0.0,Expenses:Food:Groceries,-790.0,True,True
10/8/2021,tomato salad,280.0,0.0,Expenses:Food:Groceries,-280.0,True,True
10/8/2021,yuris gift,900.0,0.0,Expenses:Gifts,-900.0,True,True
10/12/2021,grill cover,713.0,0.0,Expenses:Household Supplies,-713.0,True,True
10/12/2021,gulay delivery,275.0,0.0,Expenses:Professional Fees,-275.0,True,True
10/13/2021,alessi glue stick,295.0,0.0,Expenses:Childcare:School Supplies,-295.0,True,True
10/13/2021,bernard avocado,225.0,0.0,Expenses:Food:Groceries,-225.0,True,True
10/13/2021,s & r tomato catsup,700.0,0.0,Expenses:Food:Groceries,-700.0,True,True
10/14/2021,brie bridel,404.0,0.0,Expenses:Food:Groceries,-404.0,True,True
10/14/2021,cambozola german,471.0,0.0,Expenses:Food:Groceries,-471.0,True,True
